year,ring,couple_id,nest_id,population,observer,sex,morph,age,color_score,color_score_trans,color_score_trans_ord,color_score_median,color_score_median_trans,color_score_median_trans_ord,laying_date,brood_size,winter_snow_depth_mean,winter_snow_days_n,winter_temp_air_mean,winter_temp_air_CV,breed_snow_depth_mean,breed_snow_days_n,breed_temp_air_mean,breed_temp_air_CV
2002,541,276,198,a,a,male,gray,2,7,2,4,7,2,4,-1,3,6.99,111,-0.97,0.3,3,2,8.26,0.55
2002,543,221,288,a,a,male,gray,3,7,2,4,7,2,4,-3,4,6.99,111,-0.97,0.3,3,2,8.19,0.56
2002,544,274,51,a,a,female,gray,2,6,3,3,6,3,3,-16,1,6.99,111,-0.97,0.3,2,6,5.77,0.53
2002,545,241,104,b,b,male,gray,2,5,4,2,5,4,2,,,6.99,111,-0.97,0.3,0,0,,
2002,546,276,198,a,a,female,gray,2,7,2,4,7,2,4,-1,3,6.99,111,-0.97,0.3,3,2,8.26,0.55
2002,549,584,218,a,a,male,gray,2,6,3,3,6,3,3,-2,3,6.99,111,-0.97,0.3,3,2,8.24,0.55
2002,550,212,182,a,a,male,brown,3,12,3,3,12,3,3,-7,4,6.99,111,-0.97,0.3,3,2,7.35,0.55
2002,551,280,310,a,a,female,gray,2,7,2,4,7,2,4,1,4,6.99,111,-0.97,0.3,3,2,8.52,0.53
2002,552,274,51,a,a,male,gray,2,7,2,4,7,2,4,-16,1,6.99,111,-0.97,0.3,2,6,5.77,0.53
2002,553,268,161,a,a,male,gray,3,7,2,4,7,2,4,-11,4,6.99,111,-0.97,0.3,3,2,6.89,0.6
2002,554,283,122,a,a,female,gray,2,6,3,3,6,3,3,-12,3,6.99,111,-0.97,0.3,3,2,6.73,0.6
2002,555,284,138,a,a,female,gray,2,5,4,2,5,4,2,-9,2,6.99,111,-0.97,0.3,3,2,7.15,0.58
2002,556,285,211,a,a,female,brown,3,11,2,2,11,2,2,-9,3,6.99,111,-0.97,0.3,3,2,7.15,0.58
2002,557,283,122,a,a,male,brown,2,12,3,3,12,3,3,-12,3,6.99,111,-0.97,0.3,3,2,6.73,0.6
2002,558,284,138,a,a,male,brown,2,13,4,4,13,4,4,-9,2,6.99,111,-0.97,0.3,3,2,7.15,0.58
2002,559,117,266,a,a,male,gray,3,7,2,4,7,2,4,-11,5,6.99,111,-0.97,0.3,3,2,6.89,0.6
2002,560,178,267,a,a,male,brown,2,13,4,4,13,4,4,-4,3,6.99,111,-0.97,0.3,3,2,8,0.56
2002,561,286,43,a,a,female,gray,2,6,3,3,6,3,3,-3,2,6.99,111,-0.97,0.3,3,2,8.19,0.56
2002,562,286,43,a,a,male,brown,2,10,1,1,10,1,1,-3,2,6.99,111,-0.97,0.3,3,2,8.19,0.56
2002,563,287,234,a,a,female,brown,2,13,4,4,12,3,3,4,3,6.99,111,-0.97,0.3,3,2,9.16,0.48
2002,564,98,147,a,a,male,brown,2,12,3,3,11,2,2,-2,3,6.99,111,-0.97,0.3,3,2,8.24,0.55
2002,565,244,323,a,a,male,brown,2,13,4,4,13,4,4,5,2,6.99,111,-0.97,0.3,2,1,9.46,0.46
2002,566,287,234,a,a,male,brown,3,13,4,4,13,4,4,4,3,6.99,111,-0.97,0.3,3,2,9.16,0.48
2002,568,290,238,a,a,female,gray,2,7,2,4,7,2,4,2,4,6.99,111,-0.97,0.3,3,2,8.68,0.52
2002,569,290,238,a,a,male,brown,3,13,4,4,13,4,4,2,4,6.99,111,-0.97,0.3,3,2,8.68,0.52
2002,578,294,108,b,b,female,gray,4,,,,7,2,4,-6,3,6.99,111,-0.97,0.3,3,2,7.51,0.53
2002,581,298,76,b,b,female,gray,3,6,3,3,6,3,3,-8,4,6.99,111,-0.97,0.3,3,2,7.24,0.56
2002,584,301,16,b,b,female,gray,2,7,2,4,7,2,4,-4,3,6.99,111,-0.97,0.3,3,2,8,0.56
2002,593,298,76,b,b,male,gray,3,6,3,3,6,3,3,-8,4,6.99,111,-0.97,0.3,3,2,7.24,0.56
2002,594,309,250,b,b,female,gray,2,6,3,3,6,3,3,,0,6.99,111,-0.97,0.3,0,0,,
2002,595,311,192,b,b,female,gray,2,8,1,5,8,1,5,-3,2,6.99,111,-0.97,0.3,3,2,8.19,0.56
2002,596,311,192,b,b,male,gray,3,5,4,2,5,4,2,-3,2,6.99,111,-0.97,0.3,3,2,8.19,0.56
2002,597,309,250,b,b,male,gray,2,6,3,3,6,3,3,,0,6.99,111,-0.97,0.3,0,0,,
2002,598,315,166,b,b,female,gray,2,6,3,3,6,3,3,10,1,6.99,111,-0.97,0.3,0,0,10.85,0.37
2002,599,316,336,b,b,female,gray,2,6,3,3,6,3,3,13,2,6.99,111,-0.97,0.3,0,0,11.46,0.37
2002,600,316,336,b,b,male,brown,2,13,4,4,13,4,4,13,2,6.99,111,-0.97,0.3,0,0,11.46,0.37
2003,11,578,38,b,b,female,brown,3,13,4,4,13,4,4,-1,2,7.54,136,-4.21,0.35,2.5,6,5.39,0.45
2003,15,584,212,a,a,female,brown,3,12,3,3,12,3,3,0,3,7.54,136,-4.21,0.35,2.5,6,5.66,0.47
2003,117,330,8,a,a,male,gray,7,6,3,3,6,3,3,-1,3,7.54,136,-4.21,0.35,2.5,6,5.39,0.45
2003,118,680,245,a,a,female,brown,2,12,3,3,12,3,3,-7,4,7.54,136,-4.21,0.35,2.5,6,4.51,0.45
2003,214,73,100,a,a,male,gray,16,6,3,3,7,2,4,-4,3,7.54,136,-4.21,0.35,2.5,6,4.95,0.45
2003,297,73,100,a,a,female,gray,14,6,3,3,6,3,3,-4,3,7.54,136,-4.21,0.35,2.5,6,4.95,0.45
2003,344,116,266,a,a,female,brown,12,13,4,4,12,3,3,-6,3,7.54,136,-4.21,0.35,2.5,6,4.63,0.45
2003,348,121,90,a,a,female,gray,11,6,3,3,6,3,3,-4,5,7.54,136,-4.21,0.35,2.5,6,4.95,0.45
2003,353,121,90,a,a,male,gray,10,6,3,3,6,3,3,-4,5,7.54,136,-4.21,0.35,2.5,6,4.95,0.45
2003,355,281,282,a,a,male,gray,10,6,3,3,6,3,3,-11,4,7.54,136,-4.21,0.35,2.5,6,3.73,0.49
2003,405,322,264,b,b,male,gray,3,5,4,2,5,4,2,-5,4,7.54,136,-4.21,0.35,2.5,6,4.78,0.46
2003,409,170,187,a,a,female,gray,6,8,1,5,8,1,5,-13,5,7.54,136,-4.21,0.35,2.5,6,3.43,0.49
2003,410,282,125,a,a,male,brown,7,12,3,3,13,4,4,-5,4,7.54,136,-4.21,0.35,2.5,6,4.78,0.46
2003,413,170,187,a,a,male,gray,6,6,3,3,6,3,3,-13,5,7.54,136,-4.21,0.35,2.5,6,3.43,0.49
2003,414,171,280,a,a,female,brown,5,12,3,3,13,4,4,-7,2,7.54,136,-4.21,0.35,2.5,6,4.51,0.45
2003,417,230,37,b,b,male,gray,11,,,,7,2,4,-6,2,7.54,136,-4.21,0.35,2.5,6,4.63,0.45
2003,429,178,267,a,a,female,gray,10,6,3,3,6,3,3,-4,3,7.54,136,-4.21,0.35,2.5,6,4.95,0.45
2003,448,271,160,a,a,male,brown,9,10,1,1,12,3,3,-13,4,7.54,136,-4.21,0.35,2.5,6,3.43,0.49
2003,454,202,71,a,a,female,gray,9,6,3,3,7,2,4,-6,4,7.54,136,-4.21,0.35,2.5,6,4.63,0.45
2003,464,212,182,a,a,female,gray,5,6,3,3,6,3,3,-4,4,7.54,136,-4.21,0.35,2.5,6,4.95,0.45
2003,475,226,121,b,b,female,gray,10,,,,7,2,4,4,1,7.54,136,-4.21,0.35,2.5,6,6.84,0.46
2003,480,299,211,a,a,male,brown,7,13,4,4,13,4,4,-10,5,7.54,136,-4.21,0.35,2.5,6,3.99,0.47
2003,483,234,15,b,b,male,brown,4,,,,10,1,1,-10,5,7.54,136,-4.21,0.35,2.5,6,3.99,0.47
2003,484,228,6,b,b,female,gray,4,,,,5,4,2,-5,2,7.54,136,-4.21,0.35,2.5,6,4.78,0.46
2003,485,228,6,b,b,male,gray,4,,,,4,5,1,-5,2,7.54,136,-4.21,0.35,2.5,6,4.78,0.46
2003,486,230,37,b,b,female,gray,4,,,,7,2,4,-6,2,7.54,136,-4.21,0.35,2.5,6,4.63,0.45
2003,491,234,15,b,b,female,brown,7,,,,12,3,3,-10,5,7.54,136,-4.21,0.35,2.5,6,3.99,0.47
2003,497,318,256,b,b,male,brown,8,,,,11,2,2,-3,3,7.54,136,-4.21,0.35,2.5,6,5.09,0.46
2003,504,308,209,b,b,male,brown,6,11,2,2,11,2,2,-8,4,7.54,136,-4.21,0.35,2.5,6,4.41,0.45
2003,510,252,341,b,b,female,gray,4,6,3,3,6,3,3,3,1,7.54,136,-4.21,0.35,2.5,6,6.59,0.48
2003,530,268,161,a,a,female,brown,4,10,1,1,10,1,1,-11,3,7.54,136,-4.21,0.35,2.5,6,3.73,0.49
2003,534,321,321,b,b,male,brown,3,12,3,3,12,3,3,-8,4,7.54,136,-4.21,0.35,2.5,6,4.41,0.45
2003,535,680,245,a,a,male,brown,4,10,1,1,11,2,2,-7,4,7.54,136,-4.21,0.35,2.5,6,4.51,0.45
2003,537,171,280,a,a,male,gray,5,6,3,3,6,3,3,-7,2,7.54,136,-4.21,0.35,2.5,6,4.51,0.45
2003,539,271,160,a,a,female,gray,5,7,2,4,6,3,3,-13,4,7.54,136,-4.21,0.35,2.5,6,3.43,0.49
2003,543,335,288,a,a,male,gray,4,7,2,4,7,2,4,2,4,7.54,136,-4.21,0.35,2.5,6,6.28,0.51
2003,544,275,51,a,a,female,gray,3,6,3,3,6,3,3,-16,3,7.54,136,-4.21,0.35,2.29,7,2.96,0.48
2003,548,116,266,a,a,male,brown,3,13,4,4,13,4,4,-6,3,7.54,136,-4.21,0.35,2.5,6,4.63,0.45
2003,549,584,212,a,a,male,gray,3,6,3,3,6,3,3,0,3,7.54,136,-4.21,0.35,2.5,6,5.66,0.47
2003,550,212,182,a,a,male,brown,4,12,3,3,12,3,3,-4,4,7.54,136,-4.21,0.35,2.5,6,4.95,0.45
2003,553,268,161,a,a,male,gray,4,6,3,3,7,2,4,-11,3,7.54,136,-4.21,0.35,2.5,6,3.73,0.49
2003,554,282,125,a,a,female,gray,3,6,3,3,6,3,3,-5,4,7.54,136,-4.21,0.35,2.5,6,4.78,0.46
2003,555,284,101,a,a,female,gray,3,6,3,3,5,4,2,1,3,7.54,136,-4.21,0.35,2.5,6,5.96,0.46
2003,558,284,101,a,a,male,brown,3,13,4,4,13,4,4,1,3,7.54,136,-4.21,0.35,2.5,6,5.96,0.46
2003,560,178,267,a,a,male,brown,3,13,4,4,13,4,4,-4,3,7.54,136,-4.21,0.35,2.5,6,4.95,0.45
2003,562,333,43,a,a,male,brown,3,11,2,2,10,1,1,-3,3,7.54,136,-4.21,0.35,2.5,6,5.09,0.46
2003,563,287,237,a,a,female,brown,3,12,3,3,12,3,3,-7,4,7.54,136,-4.21,0.35,2.5,6,4.51,0.45
2003,564,337,195,a,a,male,brown,3,10,1,1,11,2,2,7,3,7.54,136,-4.21,0.35,1.67,3,7.52,0.41
2003,565,275,51,a,a,male,brown,3,13,4,4,13,4,4,-16,3,7.54,136,-4.21,0.35,2.29,7,2.96,0.48
2003,566,287,237,a,a,male,brown,4,13,4,4,13,4,4,-7,4,7.54,136,-4.21,0.35,2.5,6,4.51,0.45
2003,578,294,108,b,b,female,gray,5,,,,7,2,4,-4,4,7.54,136,-4.21,0.35,2.5,6,4.95,0.45
2003,583,299,211,a,a,female,gray,2,8,1,5,8,1,5,-10,5,7.54,136,-4.21,0.35,2.5,6,3.99,0.47
2003,585,578,38,b,b,male,gray,3,6,3,3,6,3,3,-1,2,7.54,136,-4.21,0.35,2.5,6,5.39,0.45
2003,599,317,338,b,b,female,gray,3,,,,6,3,3,4,3,7.54,136,-4.21,0.35,2.5,6,6.84,0.46
2003,601,318,256,b,b,female,gray,2,7,2,4,6,3,3,-3,3,7.54,136,-4.21,0.35,2.5,6,5.09,0.46
2003,602,321,321,b,b,female,gray,3,4,5,1,4,5,1,-8,4,7.54,136,-4.21,0.35,2.5,6,4.41,0.45
2003,603,322,264,b,b,female,gray,2,4,5,1,4,5,1,-5,4,7.54,136,-4.21,0.35,2.5,6,4.78,0.46
2003,604,324,345,b,b,female,gray,2,4,5,1,4,5,1,18,2,7.54,136,-4.21,0.35,0,0,9.59,0.43
2003,605,324,345,b,b,male,gray,2,6,3,3,6,3,3,18,2,7.54,136,-4.21,0.35,0,0,9.59,0.43
2003,606,317,338,b,b,male,gray,2,7,2,4,7,2,4,4,3,7.54,136,-4.21,0.35,2.5,6,6.84,0.46
2003,607,326,183,b,b,female,brown,3,11,2,2,11,2,2,17,1,7.54,136,-4.21,0.35,0,0,9.45,0.43
2003,608,226,121,b,b,male,gray,2,5,4,2,5,4,2,4,1,7.54,136,-4.21,0.35,2.5,6,6.84,0.46
2003,609,326,183,b,b,male,brown,3,10,1,1,10,1,1,17,1,7.54,136,-4.21,0.35,0,0,9.45,0.43
2003,610,252,341,b,b,male,gray,2,5,4,2,5,4,2,3,1,7.54,136,-4.21,0.35,2.5,6,6.59,0.48
2003,618,330,8,a,a,female,gray,2,6,3,3,6,3,3,-1,3,7.54,136,-4.21,0.35,2.5,6,5.39,0.45
2003,619,331,296,a,a,female,brown,3,12,3,3,12,3,3,-12,2,7.54,136,-4.21,0.35,2.5,6,3.6,0.49
2003,620,333,43,a,a,female,gray,3,8,1,5,8,1,5,-3,3,7.54,136,-4.21,0.35,2.5,6,5.09,0.46
2003,621,331,296,a,a,male,brown,3,10,1,1,10,1,1,-12,2,7.54,136,-4.21,0.35,2.5,6,3.6,0.49
2003,622,335,288,a,a,female,gray,3,6,3,3,6,3,3,2,4,7.54,136,-4.21,0.35,2.5,6,6.28,0.51
2003,623,336,124,a,a,female,brown,3,10,1,1,10,1,1,0,2,7.54,136,-4.21,0.35,2.5,6,5.66,0.47
2003,624,336,124,a,a,male,gray,3,6,3,3,6,3,3,0,2,7.54,136,-4.21,0.35,2.5,6,5.66,0.47
2003,625,337,195,a,a,female,gray,2,8,1,5,6,3,3,7,3,7.54,136,-4.21,0.35,1.67,3,7.52,0.41
2003,627,340,122,a,a,female,gray,3,8,1,5,8,1,5,12,0,7.54,136,-4.21,0.35,0,0,8.68,0.47
2003,628,340,122,a,a,male,gray,2,7,2,4,7,2,4,12,0,7.54,136,-4.21,0.35,0,0,8.68,0.47
2003,629,344,281,a,a,female,gray,3,7,2,4,7,2,4,18,2,7.54,136,-4.21,0.35,0,0,9.59,0.43
2004,183,726,224,b,b,female,gray,18,4,5,1,5,4,2,23,3,20.77,103,-1.2,0.36,0,0,10.4,0.39
2004,231,295,123,b,b,male,gray,6,7,2,4,7,2,4,9,1,20.77,103,-1.2,0.36,0,0,8.81,0.5
2004,297,75,65,a,a,female,gray,15,6,3,3,6,3,3,15,1,20.77,103,-1.2,0.36,0,0,9.83,0.42
2004,355,288,282,a,a,male,gray,11,7,2,4,6,3,3,13,4,20.77,103,-1.2,0.36,0,0,9.5,0.45
2004,410,282,125,a,a,male,brown,8,12,3,3,13,4,4,2,3,20.77,103,-1.2,0.36,0,0,7.63,0.45
2004,414,171,280,a,a,female,brown,6,13,4,4,13,4,4,-1,2,20.77,103,-1.2,0.36,8.33,3,7.06,0.49
2004,448,271,151,a,a,male,brown,10,12,3,3,12,3,3,6,3,20.77,103,-1.2,0.36,0,0,8.3,0.51
2004,454,202,71,a,a,female,gray,10,6,3,3,7,2,4,15,3,20.77,103,-1.2,0.36,0,0,9.83,0.42
2004,458,265,294,b,b,male,gray,7,,,,4,5,1,14,3,20.77,103,-1.2,0.36,0,0,9.66,0.43
2004,483,234,15,b,b,male,brown,5,,,,10,1,1,,0,20.77,103,-1.2,0.36,0,0,,
2004,484,228,5,b,b,female,gray,5,,,,5,4,2,3,4,20.77,103,-1.2,0.36,0,0,7.85,0.55
2004,485,228,5,b,b,male,gray,5,,,,4,5,1,3,4,20.77,103,-1.2,0.36,0,0,7.85,0.55
2004,491,234,15,b,b,female,brown,8,,,,12,3,3,,0,20.77,103,-1.2,0.36,0,0,,
2004,501,245,315,a,a,female,brown,6,12,3,3,12,3,3,17,2,20.77,103,-1.2,0.36,0,0,10,0.4
2004,509,327,269,b,b,male,gray,5,6,3,3,6,3,3,16,2,20.77,103,-1.2,0.36,0,0,9.86,0.42
2004,510,253,341,b,b,female,gray,5,,,,6,3,3,3,1,20.77,103,-1.2,0.36,0,0,7.85,0.55
2004,525,265,294,b,b,female,gray,5,,,,4,5,1,14,3,20.77,103,-1.2,0.36,0,0,9.66,0.43
2004,537,171,280,a,a,male,gray,6,7,2,4,6,3,3,-1,2,20.77,103,-1.2,0.36,8.33,3,7.06,0.49
2004,539,271,151,a,a,female,gray,6,7,2,4,6,3,3,6,3,20.77,103,-1.2,0.36,0,0,8.3,0.51
2004,544,275,51,a,a,female,gray,4,6,3,3,6,3,3,6,2,20.77,103,-1.2,0.36,0,0,8.3,0.51
2004,554,282,125,a,a,female,gray,4,6,3,3,6,3,3,2,3,20.77,103,-1.2,0.36,0,0,7.63,0.45
2004,562,75,65,a,a,male,brown,4,9,2,0,10,1,1,15,1,20.77,103,-1.2,0.36,0,0,9.83,0.42
2004,565,275,51,a,a,male,brown,4,13,4,4,13,4,4,6,2,20.77,103,-1.2,0.36,0,0,8.3,0.51
2004,567,288,282,a,a,female,brown,3,11,2,2,12,3,3,13,4,20.77,103,-1.2,0.36,0,0,9.5,0.45
2004,579,295,123,b,b,female,brown,4,12,3,3,12,3,3,9,1,20.77,103,-1.2,0.36,0,0,8.81,0.5
2004,580,297,317,b,b,female,gray,6,,,,5,4,2,12,4,20.77,103,-1.2,0.36,0,0,9.36,0.46
2004,611,327,269,b,b,female,brown,3,11,2,2,11,2,2,16,2,20.77,103,-1.2,0.36,0,0,9.86,0.42
2004,612,253,341,b,b,male,gray,3,6,3,3,6,3,3,3,1,20.77,103,-1.2,0.36,0,0,7.85,0.55
2004,613,328,184,b,b,female,gray,3,4,5,1,4,5,1,7,2,20.77,103,-1.2,0.36,0,0,8.48,0.51
2004,614,328,184,b,b,male,gray,3,4,5,1,4,5,1,7,2,20.77,103,-1.2,0.36,0,0,8.48,0.51
2004,615,726,224,b,b,male,gray,3,6,3,3,6,3,3,23,3,20.77,103,-1.2,0.36,0,0,10.4,0.39
2004,616,297,317,b,b,male,gray,3,5,4,2,5,4,2,12,4,20.77,103,-1.2,0.36,0,0,9.36,0.46
2004,619,332,296,a,a,female,brown,4,12,3,3,12,3,3,13,2,20.77,103,-1.2,0.36,0,0,9.5,0.45
2004,629,342,275,a,a,female,gray,4,7,2,4,7,2,4,0,3,20.77,103,-1.2,0.36,4.5,2,7.22,0.48
2004,630,342,275,a,a,male,gray,3,7,2,4,7,2,4,0,3,20.77,103,-1.2,0.36,4.5,2,7.22,0.48
2004,631,332,296,a,a,male,gray,3,6,3,3,6,3,3,13,2,20.77,103,-1.2,0.36,0,0,9.5,0.45
2004,632,245,315,a,a,male,brown,3,13,4,4,13,4,4,17,2,20.77,103,-1.2,0.36,0,0,10,0.4
2004,635,345,254,a,a,female,brown,3,12,3,3,12,3,3,38,0,20.77,103,-1.2,0.36,0,0,11.5,0.3
2004,636,345,254,a,a,male,brown,3,10,1,1,10,1,1,38,0,20.77,103,-1.2,0.36,0,0,11.5,0.3
2005,231,295,127,b,b,male,gray,7,,,,7,2,4,0,3,19.38,112,-1.61,0.43,3,4,6.94,0.51
2005,232,229,46,b,b,male,gray,11,,,,6,3,3,4,5,19.38,112,-1.61,0.43,1,1,7.54,0.49
2005,297,75,65,a,a,female,gray,16,6,3,3,6,3,3,-2,4,19.38,112,-1.61,0.43,4.67,6,6.36,0.47
2005,410,282,125,a,a,male,brown,9,12,3,3,13,4,4,-2,3,19.38,112,-1.61,0.43,4.67,6,6.36,0.47
2005,454,203,71,a,a,female,gray,11,7,2,4,7,2,4,5,4,19.38,112,-1.61,0.43,1,1,7.65,0.49
2005,464,214,201,a,a,female,gray,7,6,3,3,6,3,3,7,6,19.38,112,-1.61,0.43,1,1,7.79,0.48
2005,473,334,236,a,a,male,gray,11,6,3,3,6,3,3,6,6,19.38,112,-1.61,0.43,1,1,7.68,0.48
2005,480,346,211,a,a,male,brown,9,13,4,4,13,4,4,-5,5,19.38,112,-1.61,0.43,8,9,5.46,0.45
2005,483,234,15,b,b,male,brown,6,,,,10,1,1,-3,3,19.38,112,-1.61,0.43,5.14,7,5.99,0.47
2005,485,302,6,b,b,male,gray,6,,,,4,5,1,-10,5,19.38,112,-1.61,0.43,15.79,14,4.58,0.43
2005,486,229,46,b,b,female,gray,6,,,,7,2,4,4,5,19.38,112,-1.61,0.43,1,1,7.54,0.49
2005,491,234,15,b,b,female,brown,9,,,,12,3,3,-3,3,19.38,112,-1.61,0.43,5.14,7,5.99,0.47
2005,497,318,256,b,b,male,brown,10,,,,11,2,2,4,4,19.38,112,-1.61,0.43,1,1,7.54,0.49
2005,509,327,269,b,b,male,gray,6,,,,6,3,3,,0,19.38,112,-1.61,0.43,0,0,,
2005,530,268,161,a,a,female,brown,6,10,1,1,10,1,1,-6,3,19.38,112,-1.61,0.43,9.7,10,5.31,0.45
2005,544,275,51,a,a,female,gray,5,6,3,3,6,3,3,4,4,19.38,112,-1.61,0.43,1,1,7.54,0.49
2005,546,279,237,a,a,female,gray,5,7,2,4,7,2,4,1,1,19.38,112,-1.61,0.43,1.33,3,7.16,0.51
2005,547,351,81,a,a,male,gray,5,6,3,3,6,3,3,9,3,19.38,112,-1.61,0.43,1,1,8.02,0.47
2005,548,289,266,a,a,male,brown,5,13,4,4,13,4,4,4,3,19.38,112,-1.61,0.43,1,1,7.54,0.49
2005,549,339,212,a,a,male,gray,5,6,3,3,6,3,3,6,4,19.38,112,-1.61,0.43,1,1,7.68,0.48
2005,553,268,161,a,a,male,gray,6,7,2,4,7,2,4,-6,3,19.38,112,-1.61,0.43,9.7,10,5.31,0.45
2005,554,282,125,a,a,female,gray,5,6,3,3,6,3,3,-2,3,19.38,112,-1.61,0.43,4.67,6,6.36,0.47
2005,560,341,267,a,a,male,brown,5,13,4,4,13,4,4,2,1,19.38,112,-1.61,0.43,1,2,7.32,0.51
2005,562,75,65,a,a,male,brown,5,12,3,3,10,1,1,-2,4,19.38,112,-1.61,0.43,4.67,6,6.36,0.47
2005,565,275,51,a,a,male,brown,5,12,3,3,13,4,4,4,4,19.38,112,-1.61,0.43,1,1,7.54,0.49
2005,567,289,266,a,a,female,brown,4,11,2,2,12,3,3,4,3,19.38,112,-1.61,0.43,1,1,7.54,0.49
2005,573,387,312,b,b,male,brown,,13,4,4,13,4,4,2,4,19.38,112,-1.61,0.43,1,2,7.32,0.51
2005,579,295,127,b,b,female,brown,5,,,,12,3,3,0,3,19.38,112,-1.61,0.43,3,4,6.94,0.51
2005,584,300,16,b,b,female,gray,5,,,,7,2,4,-5,6,19.38,112,-1.61,0.43,8,9,5.46,0.45
2005,585,303,269,b,b,male,gray,5,,,,6,3,3,1,3,19.38,112,-1.61,0.43,1.33,3,7.16,0.51
2005,587,302,6,b,b,female,gray,3,7,2,4,7,2,4,-10,5,19.38,112,-1.61,0.43,15.79,14,4.58,0.43
2005,588,300,16,b,b,male,brown,3,12,3,3,12,3,3,-5,6,19.38,112,-1.61,0.43,8,9,5.46,0.45
2005,589,303,269,b,b,female,gray,3,5,4,2,5,4,2,1,3,19.38,112,-1.61,0.43,1.33,3,7.16,0.51
2005,599,317,337,b,b,female,gray,5,,,,6,3,3,-2,5,19.38,112,-1.61,0.43,4.67,6,6.36,0.47
2005,601,318,256,b,b,female,gray,3,,,,6,3,3,4,4,19.38,112,-1.61,0.43,1,1,7.54,0.49
2005,603,323,257,b,b,female,gray,4,,,,4,5,1,0,3,19.38,112,-1.61,0.43,3,4,6.94,0.51
2005,604,325,345,b,b,female,gray,4,,,,4,5,1,-1,3,19.38,112,-1.61,0.43,4,5,6.67,0.53
2005,606,317,337,b,b,male,gray,4,,,,7,2,4,-2,5,19.38,112,-1.61,0.43,4.67,6,6.36,0.47
2005,609,386,183,b,b,male,brown,5,,,,10,1,1,-3,3,19.38,112,-1.61,0.43,5.14,7,5.99,0.47
2005,611,327,269,b,b,female,brown,4,,,,11,2,2,,0,19.38,112,-1.61,0.43,0,0,,
2005,614,388,184,b,b,male,gray,5,,,,4,5,1,-3,5,19.38,112,-1.61,0.43,5.14,7,5.99,0.47
2005,616,390,316,b,b,male,gray,4,,,,5,4,2,6,2,19.38,112,-1.61,0.43,1,1,7.68,0.48
2005,617,329,60,a,a,female,gray,4,6,3,3,6,3,3,17,4,19.38,112,-1.61,0.43,1,1,9.2,0.43
2005,622,334,236,a,a,female,gray,5,6,3,3,6,3,3,6,6,19.38,112,-1.61,0.43,1,1,7.68,0.48
2005,626,339,212,a,a,female,brown,3,13,4,4,13,4,4,6,4,19.38,112,-1.61,0.43,1,1,7.68,0.48
2005,629,341,267,a,a,female,gray,5,6,3,3,7,2,4,2,1,19.38,112,-1.61,0.43,1,2,7.32,0.51
2005,634,349,83,a,a,male,gray,2,8,1,5,8,1,5,4,5,19.38,112,-1.61,0.43,1,1,7.54,0.49
2005,637,346,211,a,a,female,brown,2,12,3,3,12,3,3,-5,5,19.38,112,-1.61,0.43,8,9,5.46,0.45
2005,640,351,81,a,a,female,gray,3,7,2,4,7,2,4,9,3,19.38,112,-1.61,0.43,1,1,8.02,0.47
2005,641,214,201,a,a,male,brown,3,13,4,4,13,4,4,7,6,19.38,112,-1.61,0.43,1,1,7.79,0.48
2005,642,312,110,a,a,male,brown,3,12,3,3,12,3,3,9,4,19.38,112,-1.61,0.43,1,1,8.02,0.47
2005,643,203,71,a,a,male,brown,3,11,2,2,12,3,3,5,4,19.38,112,-1.61,0.43,1,1,7.65,0.49
2005,647,329,60,a,a,male,brown,3,13,4,4,13,4,4,17,4,19.38,112,-1.61,0.43,1,1,9.2,0.43
2005,689,323,257,b,b,male,gray,2,5,4,2,5,4,2,0,3,19.38,112,-1.61,0.43,3,4,6.94,0.51
2005,691,386,183,b,b,female,gray,2,6,3,3,6,3,3,-3,3,19.38,112,-1.61,0.43,5.14,7,5.99,0.47
2005,692,387,312,b,b,female,brown,3,13,4,4,13,4,4,2,4,19.38,112,-1.61,0.43,1,2,7.32,0.51
2005,693,388,184,b,b,female,brown,3,13,4,4,13,4,4,-3,5,19.38,112,-1.61,0.43,5.14,7,5.99,0.47
2005,694,389,108,b,b,female,gray,3,7,2,4,7,2,4,5,5,19.38,112,-1.61,0.43,1,1,7.65,0.49
2005,695,390,316,b,b,female,brown,2,11,2,2,11,2,2,6,2,19.38,112,-1.61,0.43,1,1,7.68,0.48
2005,696,391,222,b,b,female,gray,3,7,2,4,7,2,4,13,2,19.38,112,-1.61,0.43,1,1,8.67,0.43
2005,697,391,222,b,b,male,gray,3,7,2,4,7,2,4,13,2,19.38,112,-1.61,0.43,1,1,8.67,0.43
2005,711,404,119,b,b,female,gray,3,4,5,1,4,5,1,19,3,19.38,112,-1.61,0.43,1,1,9.49,0.42
2005,712,404,119,b,b,male,gray,4,6,3,3,6,3,3,19,3,19.38,112,-1.61,0.43,1,1,9.49,0.42
2006,231,394,127,b,b,male,gray,8,,,,7,2,4,8,2,10.12,113,-2.81,0.36,0,0,8.44,0.5
2006,297,75,65,a,a,female,gray,17,6,3,3,6,3,3,6,3,10.12,113,-2.81,0.36,2.5,2,8.03,0.55
2006,448,363,151,a,a,male,brown,12,12,3,3,12,3,3,-15,3,10.12,113,-2.81,0.36,16,23,3.52,0.55
2006,464,216,182,a,a,female,gray,7,6,3,3,6,3,3,4,4,10.12,113,-2.81,0.36,4,4,7.61,0.59
